year,project_name,team,discovery_source,candidate_url,candidate_type,match_basis,source_record,resolution_status,notes
2025,デジタル版「菊池ふるさとかるた」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,広島県インフラマネジメント基盤Dobox等で樹園地の持続可能性を考えてみた・・・,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,のぼレコ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,交通安全オープンデータを活用した総合オンラインマップの構築と事故対策支援への応用,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,迷わないバスナビ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,～都市居住環境を高速でデジタル化～ 生成AI駆動型三次元建物モデリングシステム,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,災害データ可視化サービス「DP Note」の開発,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,水のみち散策,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,特殊橋における3次元モデルを活用した維持管理手法,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,子ども統計教室「まちケア・ステップ」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,広島県の取組〜2025〜,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,飛騨高山をデジタル都市へ～名大生・山高生の観光まちづくりプロジェクト～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,視線入力どうぶつクイズゲーム,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,Poetech太宰府,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,ANSHIN JAPAN,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,持続可能な街づくりのための指標とデータ分析基盤の開発,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,マイボ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,GTFSを使ったバス停留所案内の多言語対応の推進,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,BODIK Data Viewer,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,ノーコード地域アプリ作成プラットフォーム,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,VP Studio,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,4D因果律に基づくインフラ管理システム ～4D Causal Infrastructure Management (4D-CIM)～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,「ドローン×AI」によるインフラ維持管理,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,AI×市民×行政でつくる次世代インフラ点検アプリ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2025,自然言語で検索・診断できる3Dデータのインフラ点検ＤＸ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2025-finalist)
2024,ヒヤリハットから作成するバリアフリーマップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,名大生・山高生によるデータを利活用した観光まちづくりin飛騨高山,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,PhotoBot,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,岐阜ロゲ ver.3,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,プレイ＆サバイブ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,和光市こどもの居場所オープンデータ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,デジタル地球儀,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,人流ハック ～データで遊ぶ都市体験～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,千葉移住サポートデータ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,廃食油回収アプリ「ナビッシュ」の提案 ～捨てない未来の新エネルギー～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,地方移住支援アプリ「移住シミュレーション」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,広島県におけるデータ利活用の取り組みについて,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,柑橘類産地としての持続性の維持・向上のために － 支援ツールとしての地形データ等を活用した3DWebGIS －,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,おでかけ提案アプリ まちマッチング,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,内水氾濫常襲地における被害予測,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,「もちコレ」を活用した「お餅トッピングパーティ」の実践,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,ぽいくる（Poicle）,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,SAGAスマート街なかプロジェクトの議論支援システム群,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,みんなの自主防,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,『インフラすごろく』 〜インフラツーリズムのラストワンマイルを解決して、すごろくをめぐるようにインフラめぐり〜,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,AIを活用した地域資源の発掘と地域助け合いネットワークの構築,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,駅キャラFILES,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,玉名未来づくり研究所,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,ポイバスター ～ポイ捨てゴミを捕獲して街と 一緒にレベルアップ！～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2024,埼玉県全域における石橋供養塔のアーカイブ化,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2024-finalist)
2023,「Knight モード」で帰らナイト。,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,みんなのトイレマップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,GoVote KAWASAKI ～さそいあって選挙にいこう！～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,車窓Grapher,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,岐阜ロゲ ver.2,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,日本全国の町丁目別緑被率オープンデータ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,防災かるたアプリを活用した子供の防災意識改善に関する取り組み,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,HIYAMAP～GISを活用した安心・安全な「まち」づくり～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,人流データによる地域魅力度可視化システム,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,ラーメン食べても罪滅ぼしウォーキング,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,桜咲プロジェクト in 奈良,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,Bus TimeTable by Edge Runtime,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,PLATEAUを利用した名古屋市の犯罪マップと類似領域検索,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,石橋供養塔から復元する江戸時代の交通環境 ‐埼玉県坂戸市を事例として‐,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,似た境遇のひとり親同士が繋がれ相談し合えるトークアプリ「ペアチル」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,メタ観光,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,GTFSデータの整備及び利活用促進のためのツール群の開発,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,地方公共交通の運用の効率測定を自動化するMaaS DXサービス,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,CrossPlatform GISViewer,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,獣害マップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,安芸高田市に人を集めたい！,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,読み聞かせナビ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,ウィキペディアで地域情報を世界に発信,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,長野県の橋梁GIS,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,道の駅API,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,エンサイクルペディア,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,日本全国WiFi探しの旅,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,どこでも使えるWEBスタンプラリー,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,熊本県文化財一覧 地図検索,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,マイ議会 ―地方議会のオープンデータ体験プラットフォーム―,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,玉名市文化財を地図上検索,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,地図で見る熊本市校区別世帯数,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2023,オープンデータ検索・取組状況可視化アプリ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2023-finalist)
2022,岐阜ロゲ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,橋梁流失リスクのオープンデータから始める気候変動適応ワークショップ「X-Bridge」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,iPhoneで作るバリアフリーマップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,メタ巡検ーメタバース上で行う新しいフィールドワークの提案ー,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,関数創発コミュニティ『かんすうや』,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,鬼死骸村絵図デジタルマップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,防災アプリ「SHS災害.info」の開発,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,自治会活動のデジタル化～自治会をハックしよう～,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,激アツ！昆虫マップ,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,ランダムな言葉でめぐる謎解き公園探索,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,インタラクティブなデジタルサイネージ Act-is,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,座標とれ～る,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,Linked Data API Navi,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,子ども達とふるさとへの愛着を育てる「くさつお宝マップ」,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,豊山町における介護予防を目的としたデータの収集・活用,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,観光DX推進2022 in 飛騨高山,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
2022,みんなが使える、パッとわかる オープンデータ活用プラットフォーム Class Studio,,,,,,,not_found,no candidate URL matched the project name; official first-round results: official first-round page parsed; 0 project-URL candidates (https://urbandata-challenge.jp/news/2022-finalist) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=988414118) | official finalist sheet: public sheet has no 作品URL column (https://docs.google.com/spreadsheets/d/1zPBJ2mUkFuIbnCl2qQqgY6zTwNbYm_ycYSMTWGoj7Fs/edit#gid=606757580)
