year,award,category,project_name,team,source_url,primary_url,github_url,url_status,http_status,page_title_now,evidence_snippet,wayback_first,wayback_last,wayback_count,github_last_commit,checked_at,cause_of_death,cause_resolved,notes
2025,優秀賞,ビジネス・プロフェッショナル部門,水のみち散策,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=データ; no explicit public URL or GitHub URL on official source page
2025,優秀賞,ビジネス・プロフェッショナル部門,特殊橋における3次元モデルを活用した維持管理手法,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アイデア; no explicit public URL or GitHub URL on official source page
2025,優秀賞,ビジネス・プロフェッショナル部門,子ども統計教室「まちケア・ステップ」,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2025,実行委員会特別賞,,通報しに行っちゃお！言っちゃお！～若者の社会参画の促進～,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アクティビティ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,実行委員会特別賞,,広島県の取組〜2025〜,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アクティビティ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,実行委員会特別賞,,飛騨高山をデジタル都市へ～名大生・山高生の観光まちづくりプロジェクト～,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アクティビティ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,学生奨励賞,,視線入力どうぶつクイズゲーム,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,学生奨励賞,,Poetech太宰府,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=データ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,学生奨励賞,,ANSHIN JAPAN,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,学生奨励賞,,持続可能な街づくりのための指標とデータ分析基盤の開発,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=データ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,学生奨励賞,,マイボ,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,GTFS最優秀賞,,迷わないバスナビ,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,GTFS奨励賞,,GTFSを使ったバス停留所案内の多言語対応の推進,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,BODIK賞,,BODIK Data Viewer,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,BODIK技術賞,,九州元気マップ,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,BODIK奨励賞,,ノーコード地域アプリ作成プラットフォーム,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,土木学会賞,,3D-BW (3D Break-Water Simulator),,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=河川・港湾・上下水道; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,土木学会賞,,VP Studio,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,JACIC賞 最優秀賞,,4D因果律に基づくインフラ管理システム ～4D Causal Infrastructure Management (4D-CIM)～,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,JACIC賞 優秀賞,,3Dで体験する次世代インフラツーリズムとメンテナンス教育ツール,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=河川・港湾・上下水道; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,JACIC賞 優秀賞,,「ドローン×AI」によるインフラ維持管理,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,JACIC賞 優秀賞,,AI×市民×行政でつくる次世代インフラ点検アプリ,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,JACIC賞 優秀賞,,自然言語で検索・診断できる3Dデータのインフラ点検ＤＸ,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=アイデア; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2025,デジタルツイン地域貢献賞,,Live Shibuya Digital Twin：ライブデータ×3D×VRによる都市状況可視化と生成AIによるリアルタイム世界改変,,https://urbandata-challenge.jp/news/udc2025prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,金賞,一般部門,ヒヤリハットから作成するバリアフリーマップ,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; no explicit public URL or GitHub URL on official source page
2024,銀賞,一般部門,名大生・山高生によるデータを利活用した観光まちづくりin飛騨高山,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2024,銀賞,一般部門,PhotoBot,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,銀賞,一般部門,岐阜ロゲ ver.3,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2024,銀賞,一般部門,プレイ＆サバイブ,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,銀賞,一般部門,和光市こどもの居場所オープンデータ,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,デジタル地球儀,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,人流ハック ～データで遊ぶ都市体験～,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アイデア; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,千葉移住サポートデータ,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=住宅・土地・公園・公共施設; type=データ; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,廃食油回収アプリ「ナビッシュ」の提案 ～捨てない未来の新エネルギー～,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アイデア; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,地方移住支援アプリ「移住シミュレーション」,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,広島県におけるデータ利活用の取り組みについて,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,柑橘類産地としての持続性の維持・向上のために － 支援ツールとしての地形データ等を活用した3DWebGIS －,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=農業・林業・漁業; type=アイデア; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,おでかけ提案アプリ まちマッチング,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,内水氾濫常襲地における被害予測,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=河川・港湾・上下水道; type=データ; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,「もちコレ」を活用した「お餅トッピングパーティ」の実践,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2024,銅賞,一般部門,ぽいくる（Poicle）,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,最優秀賞,ビジネス・プロフェッショナル部門,SAGAスマート街なかプロジェクトの議論支援システム群,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,優秀賞,ビジネス・プロフェッショナル部門,みんなの自主防,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,優秀賞,ビジネス・プロフェッショナル部門,『インフラすごろく』 〜インフラツーリズムのラストワンマイルを解決して、すごろくをめぐるようにインフラめぐり〜,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2024,優秀賞,ビジネス・プロフェッショナル部門,AIを活用した地域資源の発掘と地域助け合いネットワークの構築,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2024,優秀賞,ビジネス・プロフェッショナル部門,駅キャラFILES,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; no explicit public URL or GitHub URL on official source page
2024,実行委員会特別賞,,玉名未来づくり研究所,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アクティビティ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,学生奨励賞,,ポイバスター ～ポイ捨てゴミを捕獲して街と 一緒にレベルアップ！～,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,学生奨励賞,,埼玉県全域における石橋供養塔のアーカイブ化,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,GTFS賞,,おでかけ提案アプリ まちマッチング,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,GTFS賞,,ぽいくる（Poicle）,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2024,土木学会賞,,ぽいくる（Poicle）,,https://urbandata-challenge.jp/news/udc2024prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,金賞,一般部門,「Knight モード」で帰らナイト。,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アイデア; no explicit public URL or GitHub URL on official source page
2023,銀賞,一般部門,みんなのトイレマップ,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銀賞,一般部門,GoVote KAWASAKI ～さそいあって選挙にいこう！～,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,銀賞,一般部門,車窓Grapher,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,岐阜ロゲ ver.2,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,日本全国の町丁目別緑被率オープンデータ,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=データ; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,防災かるたアプリを活用した子供の防災意識改善に関する取り組み,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,HIYAMAP～GISを活用した安心・安全な「まち」づくり～,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,人流データによる地域魅力度可視化システム,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,ラーメン食べても罪滅ぼしウォーキング,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,桜咲プロジェクト in 奈良,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,Bus TimeTable by Edge Runtime,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,PLATEAUを利用した名古屋市の犯罪マップと類似領域検索,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,銅賞,一般部門,石橋供養塔から復元する江戸時代の交通環境 ‐埼玉県坂戸市を事例として‐,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; no explicit public URL or GitHub URL on official source page
2023,最優秀賞,ビジネス・プロフェッショナル部門,似た境遇のひとり親同士が繋がれ相談し合えるトークアプリ「ペアチル」,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,優秀賞,ビジネス・プロフェッショナル部門,メタ観光,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アクティビティ; no explicit public URL or GitHub URL on official source page
2023,優秀賞,ビジネス・プロフェッショナル部門,GTFSデータの整備及び利活用促進のためのツール群の開発,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,優秀賞,ビジネス・プロフェッショナル部門,地方公共交通の運用の効率測定を自動化するMaaS DXサービス,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; no explicit public URL or GitHub URL on official source page
2023,優秀賞,ビジネス・プロフェッショナル部門,CrossPlatform GISViewer,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=まちづくり・都市計画; type=アイデア; no explicit public URL or GitHub URL on official source page
2023,実行委員会特別賞,,獣害マップ,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=農業・林業・漁業; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,実行委員会特別賞,,安芸高田市に人を集めたい！,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=データ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,学生奨励賞,,石橋供養塔から復元する江戸時代の交通環境 ‐埼玉県坂戸市を事例として‐,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=データ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,学生奨励賞,,読み聞かせナビ,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=教育・政治; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,学生奨励賞,,ウィキペディアで地域情報を世界に発信,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=生活・文化・地域アーカイブ; type=アクティビティ; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,国土交通データプラットフォーム特別賞,,長野県の橋梁GIS,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=道路・交通; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,国土交通データプラットフォーム特別賞,,道の駅API,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,国土交通データプラットフォーム特別賞,,車窓Grapher,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=産業・観光; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
2023,国土交通データプラットフォーム特別賞,,PLATEAUを利用した名古屋市の犯罪マップと類似領域検索,,https://urbandata-challenge.jp/news/udc2023prize,,,unknown,,,,,,,,2026-08-31T09:59:15.805381+00:00,,,theme=防犯・防災; type=アプリケーション; official award page has no 部門 value for this award row; no explicit public URL or GitHub URL on official source page
